1100.0539999999999,1196.348
1100.059,1196.346
1100.059,1196.346
1100.067,1196.344
1100.075,1196.342
1070.032,1195.6960000000001
1070.0420000000001,1195.685
1070.049,1195.676
1070.051,1195.6680000000001
1070.0539999999999,1195.658
1070.057,1195.651
1070.061,1195.643
1070.062,1195.633
1070.06,1192.3970000000002
1070.06,1187.998
1051.335,1167.304
1051.342,1151.333
1051.348,1151.3229999999999
990.003,1142.221
990.01,1120.901
990.0169999999999,1120.897
990.025,1120.888
990.032,1120.882
990.041,1120.875
990.049,1120.8690000000001
990.0559999999999,1120.863
990.416,1120.859
990.424,1120.8509999999999
990.435,1120.843
990.4440000000001,1120.838
1000.002,1120.827
1000.0129999999999,1120.819
1000.023,1120.81
1000.032,1120.804
1000.04,1120.796
1000.0480000000001,1120.79
1000.0550000000001,1120.784
1000.063,1120.777
1000.0699999999999,1120.771
1008.322,1120.764
1008.33,1120.76
1022.702,1223.747
1033.3780000000002,1223.738
1036.807,1223.728
1060.1960000000001,1223.721
1071.0040000000001,1223.712
1084.732,1223.702
1101.584,1223.693
1101.5910000000001,1223.683
1101.598,1223.674
1101.606,1223.663
1101.614,1223.654
1101.618,1223.647
1101.624,1223.6399999999999
1101.6309999999999,1223.634
1101.637,1223.627
1101.642,1223.621
1101.646,1223.615
1101.652,1223.604
1101.655,1223.598
1101.662,1223.587
1101.668,1223.575
1101.672,1223.565
1101.678,1223.557
1101.682,1223.546
1101.687,1223.538
1101.692,1223.527
1101.694,1223.517
1101.697,1223.508
1101.702,1223.498
1101.704,1223.488
1101.708,1223.4750000000001
1101.712,1223.465
1101.715,1223.452
1101.718,1223.442
1101.722,1163.434
1101.725,1163.4270000000001
1101.729,1163.42
1101.732,1163.414
1101.741,1246.991
1101.748,1246.981
1101.7549999999999,1246.967
1101.762,1246.9569999999999
1101.765,1246.948
1101.767,1246.939
1101.769,1246.9289999999999
1101.771,1246.917
1101.773,1246.906
1101.7749999999999,1246.893
1101.777,1246.875
1101.777,1246.867
1101.781,1246.853
1101.786,1246.839
1101.79,1246.828
1101.794,1246.816
1101.799,1246.8029999999999
1101.8029999999999,1246.7920000000001
1101.805,1246.781
1101.808,1246.771
1101.812,1246.762
1101.816,1246.754
1101.8200000000002,1246.741
1101.823,1246.73
1101.825,1246.719
1101.825,1246.708
1101.825,1246.7
1101.827,1246.6879999999999
1101.829,1246.676
1101.83,1246.664
1101.831,1246.655
1101.833,1246.646
1101.834,1231.9969999999998
1101.721,1231.984
1101.722,1231.971
1101.723,1229.64
1101.723,1229.6309999999999
1101.724,1229.622
1101.7259999999999,1229.613
1101.7269999999999,1229.597
1101.729,1229.585
1101.732,1229.571
1101.736,1229.56
1101.74,1229.548
1101.741,1229.51
1101.743,1229.4930000000002
1101.7459999999999,1229.394
1101.748,1229.383
1101.752,1229.3709999999999
1101.754,1229.359
1101.7559999999999,1229.346
1101.761,1229.336
1101.759,1216.1
1101.761,1216.092
1101.76,1215.5
1101.76,1214.397
1101.76,1209.991
1101.76,1209.98
1101.76,1209.967
1101.761,1209.957
1101.762,1209.9489999999998
1101.721,1209.941
1101.723,1209.932
1101.7259999999999,1209.921
1101.729,1209.911
1101.731,1209.8990000000001
1101.733,1209.799
1101.739,1209.693
1101.745,1209.681
1101.753,1209.67
1101.758,1209.656
1101.761,1209.643
1101.769,1209.631
1101.774,1209.62
1101.782,1209.6100000000001
1101.79,1209.595
1101.798,1209.585
1101.805,1209.573
1101.815,1209.56
1101.8220000000001,1209.549
1101.83,1209.538
1101.837,1209.5240000000001
1101.845,1209.512
1101.855,1209.4950000000001
1101.862,1209.4830000000002
1101.869,1209.475
1101.877,1209.469
1101.884,1209.462
1101.891,1209.4550000000002
1101.896,1209.446
1101.899,1209.438
1101.8999999999999,1209.43
1101.9019999999998,1209.422
1101.904,1209.414
1101.9060000000002,1209.405
1101.9080000000001,1209.3970000000002
1101.915,1209.3899999999999
1101.92,1209.382
1101.922,1209.375
1101.925,1188.502
1101.926,1188.495
1101.9289999999999,1188.3980000000001
1101.932,1188.389
1101.934,1188.3799999999999
1101.9360000000001,1188.373
1101.943,1188.3680000000002
1101.95,1188.366
1101.961,1188.3639999999998
1101.97,1188.3629999999998
1107.071,1209.3670000000002
1107.082,1209.356
1107.087,1209.352
1107.0919999999999,1209.348
1107.1,1209.3410000000001
1107.107,1209.335
1107.115,1209.329
1107.122,1209.321
1107.1309999999999,1209.3120000000001
1107.14,1209.301
1107.149,1209.292
1107.157,1209.285
1107.164,1209.2769999999998
1107.172,1209.268
1107.181,1209.261
1107.1889999999999,1209.2530000000002
