1493332124320,+19000.00000002,+90000.00000000
1493332399179,+19000.00000002,+90000.00000000
1493332541349,+19000.00000002,+90000.00000000
1493333442950,+19000.00000002,+90000.00000000
1493334344782,+19000.00000002,+90000.00000000
1493335245631,+19000.00000002,+90000.00000000
1493336147050,+19000.00000002,+90000.00000000
1493337048608,+19000.00000002,+90000.00000000
1493337950070,+19000.00000002,+90000.00000000
1493338851442,+19000.00000002,+90000.00000000
1493339752913,+19000.00000002,+90000.00000000
1493340654684,+19000.00000002,+90000.00000000
1493341556830,+19000.00000002,+90000.00000000
1493342458401,+19000.00000002,+90000.00000000
1493343359867,+19000.00000002,+90000.00000000
1493344261362,+19000.00000002,+90000.00000000
1493345163042,+19000.00000002,+90000.00000000
1493346066082,+19000.00000002,+90000.00000000
1493346967569,+19000.00000002,+90000.00000000
1493347870503,+19000.00000002,+90000.00000000
1493348771786,+19000.00000002,+90000.00000000
1493349673424,+19000.00000002,+90000.00000000
1493350574593,+19000.00000002,+90000.00000000
1493351475620,+19000.00000002,+90000.00000000
1493352378651,+19000.00000002,+90000.00000000
1493353279676,+19000.00000002,+90000.00000000
1493354181022,+19000.00000002,+90000.00000000
1493355082522,+19000.00000002,+90000.00000000
1493355983938,+19000.00000002,+90000.00000000
1493356885633,+19000.00000002,+90000.00000000
1493357788891,+19000.00000002,+90000.00000000
1493358690039,+19000.00000002,+90000.00000000
1493359591340,+19000.00000002,+90000.00000000
1493360492755,+19000.00000002,+90000.00000000
1493361394136,+19000.00000002,+90000.00000000
1493362295631,+19000.00000002,+90000.00000000
1493363196882,+19000.00000002,+90000.00000000
1493364098181,+19000.00000002,+90000.00000000
1493364999516,+19000.00000002,+90000.00000000
1493365900683,+19000.00000002,+90000.00000000
1493366802158,+19000.00000002,+90000.00000000
1493367703460,+19000.00000002,+90000.00000000
1493368606256,+19000.00000002,+90000.00000000
1493369507625,+19000.00000002,+90000.00000000
1493370408775,+19000.00000002,+90000.00000000
1493371312135,+19000.00000002,+90000.00000000
1493372213420,+19000.00000002,+90000.00000000
1493373114853,+19000.00000002,+90000.00000000
1493374016146,+19000.00000002,+90000.00000000
1493374917465,+19000.00000002,+90000.00000000
1493375818438,+19000.00000002,+90000.00000000
1493376719774,+19000.00000002,+90000.00000000
1493377623291,+19000.00000002,+90000.00000000
1493378531693,+19000.00000002,+90000.00000000
1493379432967,+19000.00000002,+90000.00000000
1493380334666,+19000.00000002,+90000.00000000
1493381236087,+19000.00000002,+90000.00000000
1493382137565,+19000.00000002,+90000.00000000
1493383040812,+19000.00000002,+90000.00000000
1493383941996,+19000.00000002,+90000.00000000
1493384843597,+19000.00000002,+90000.00000000
1493385746152,+19000.00000002,+90000.00000000
1493386647183,+19000.00000002,+90000.00000000
1493387548477,+19000.00000002,+90000.00000000
1493388449792,+19000.00000002,+90000.00000000
1493389351242,+19000.00000002,+90000.00000000
1493390254373,+19000.00000002,+90000.00000000
1493391155632,+19000.00000002,+90000.00000000
1493392057174,+19000.00000002,+90000.00000000
1493392958637,+19000.00000002,+90000.00000000
1493393859657,+19000.00000002,+90000.00000000
1493394760888,+19000.00000002,+90000.00000000
1493395662249,+19000.00000002,+90000.00000000
1493396563520,+19000.00000002,+90000.00000000
1493397465253,+19000.00000002,+90000.00000000
1493398368366,+19000.00000002,+90000.00000000
1493399271639,+19000.00000002,+90000.00000000
1493400172870,+19000.00000002,+90000.00000000
1493401076198,+19000.00000002,+90000.00000000
1493401977563,+19000.00000002,+90000.00000000
1493402878495,+19000.00000002,+90000.00000000
1493403779417,+19000.00000002,+90000.00000000
1493404680882,+19000.00000002,+90000.00000000
1493405581900,+19000.00000002,+90000.00000001
1493406482958,+19000.00000002,+90000.00000001
1493407384645,+19000.00000002,+90000.00000001
1493408286012,+19000.00000010,+90000.00000001
1493409186731,+19000.00000010,+90000.00000001
1493410088034,+19000.00000010,+90000.00000001
1493410989241,+19000.00000010,+90000.00000001
1493411890675,+19000.00000011,+90000.00000001
1493412792094,+19000.00000011,+90000.00000001
1493413693455,+19000.00000011,+90000.00000001
1493414597390,+19000.00000011,+90000.00000001
1493415498821,+19000.00000011,+90000.00000001
1493416400086,+19000.00000011,+90000.00000001
1493417301465,+19000.00000011,+90000.00000001
1493418202498,+19000.00000011,+90000.00000001
1493419103900,+19000.00000011,+90000.00000001
1493420007298,+19000.00000011,+90000.00000001
1493420908512,+19000.00000011,+90000.00000001
1493421809535,+19000.00000011,+90000.00000001
1493422713238,+19000.00000011,+90000.00000001
1493423614912,+19000.00000011,+90000.00000001
