110.15910000000001,122.3683
110.1598,122.36739999999999
110.16059999999999,122.3663
110.1614,122.36540000000001
110.1618,122.3647
110.1624,122.36399999999999
110.1631,122.3634
110.16369999999999,122.3627
110.16420000000001,122.36210000000001
110.16460000000001,122.36149999999999
110.1652,122.3604
110.1655,122.3598
110.16619999999999,122.3587
110.1668,122.3575
110.16720000000001,122.35650000000001
110.1678,122.3557
110.1682,122.3546
110.1687,122.3538
110.16919999999999,122.3527
110.1694,122.3517
110.16969999999999,122.3508
110.17020000000001,122.34979999999999
110.1704,122.3488
110.1708,122.34750000000001
110.1712,122.34649999999999
110.1715,122.3452
110.17179999999999,122.34419999999999
110.17219999999999,116.3434
110.1725,116.34270000000001
110.17290000000001,116.34200000000001
110.17320000000001,116.3414
110.1741,124.6991
110.17479999999999,124.6981
110.17549999999999,124.6967
110.17620000000001,124.69569999999999
110.1765,124.6948
110.1767,124.6939
110.1769,124.6929
110.1771,124.6917
110.1773,124.6906
